true_label,original_sent,noisy_label
1,"After arriving on the bottom at the wreck site , the first team of divers must check the anchor of the boat for security .",3
6,We saw an aerie of eleven eagles soaring majestically alongside us on the heights of Monte Espino .,6
2,"The money was contained in a bag of chamois leather , of respectable dimensions , which my banker had given me .",2
7,He made allegations of corruption against the administration .,7
1,"Holding firmly onto the stick of the plunger , plant the mouth of it over the toilet hole .",1
6,"Theocritus was born in Syracuse , Sicily , spent time on the island of Kos and was also a member of the pleiad of Alexandrian poets under Ptolemy II in Alexandria .",4
6,I will need a Stevyn sized box as I have more mucus than an escargotoire of giant African land snails .,2
1,These slippers have a double sole with padding inside .,1
6,The hive entrances were oriented in different directions and painted with different colors to reduce colony drift of foraging bees .,8
3,Climate Hackers dumped iron into the ocean .,5
3,It was a significant environmental hazard in the copper smelting process when the emissions were released into the atmosphere .,0
1,Branches overhang the roof of this house .,1
6,The residents of Capistrano need to wash their cars after the annual flight of swallows returns .,0
6,"I feel honored to have been awarded this scholarship , since it comes from the governing body of pathologists , which decides who is worthy and who they think will progress to become successful in this field .",8
3,The famous actor donated 100 houses to victims of last year 's flood .,8
0,"When deliberations began , the crowd of people jamming the hallways radiated optimism .",4
2,The base of the shrine encloses a lone datura seedpod .,2
3,He stuffed cash into his shirt as he fled the robbery .,3
4,A specially built sculpture of the ship emerges from the harbour .,4
2,The fine powder was loaded into a rubber bag of 3/4 '' diameter and the bag was contained in a stainless or plastic sheath .,2
5,Profit centres are points in the structure where the manager uses resources in order to achieve profitability targets .,5
6,"Canned vocally , Caruso is worth a wilderness of Wagner monkeys .",6
4,Dartmouth nearly narrowed the gap to one goal when a slapshot popped out of the glove of Princeton goalie Zane Kalemba ' 10 .,4
6,The communal den of garter snakes in Manitoba is selected to study whether courting males make mistakes in selecting females .,3
8,"In fact , in the concerto form , the soloist often composed and performed a cadenza as a way to express their individual interpretation of the piece .",8
5,"In Wuthering Heights by Emily Bronte 's , the author uses repetition as a device to give us the full understanding of the characters .",7
1,The video contains a clip from the movie .,2
8,The US army is in the early stages of testing an aluminium exoskeleton made by a company called Sarcos .,8
0,Givers gain moral strength and happiness from giving .,0
1,"It was Sean who first spun the cylinder of the revolver , put the eight-inch barrel to his head and pulled the trigger .",5
6,"The woman purchases raw milk from a local member of Communities Alliance for Responsible Eco-Farming , a self-regulating cooperative of raw milk dairymen .",8
6,"One of them jumps from the boat to the bank and turns into a pile of ashes , as if he had been on the earth for hundreds of years .",4
2,The handwritten note was inside a plastic baggy .,2
7,The film makes the point that decision-making is an important aspect of such an affair of the heart .,7
2,"The agar was contained in a polyethylene tube 3 , O mm inside diameter and about 1 mm of agar protruded .",2
6,The fifty essays collected in this volume testify to most of the prominent themes from Professor Quispel 's scholarly career .,6
3,Google groups were sending commands to malware .,5
3,China sent seeds into space .,3
6,"In her emotional acceptance speech , Berry shook off the happy heaves and dedicated her prize to a sorority of splendid sisters : Dorothy Dandridge , Lena Horne , Diahann Carroll , Jada Pinkett , Angela Bassett , Viveca Fox and '' every nameless , faceless woman of color that now has a chance because this door tonight has been opened . ''",6
6,"A freight train on the Chicago and Alton Railroad , while approaching this city yesterday morning , dashed into a drove of cattle , killing three of them .",3
2,My first dog was in a crate until about a year old .,2
0,"The eruptions are caused by tectonic forces or by the compaction of sediments at the deltas of large rivers , such as the Mississippi .",0
4,"The letter was sent from the deathbed of the former KGB spy , Alexander Litvinenko , who died this Saturday after being poisoned with radioactive poison earlier in the month",3
7,This study has added insights into the diversity as a phenomenon in nursing and has implications for the nursing profession .,8
1,"When the coil of the relay is at rest -LRB- not energized -RRB- , the common terminal -LRB- 30 -RRB- and the normally closed terminal -LRB- 87a -RRB- have continuity .",1
7,"Ibsen 's work examined the realities that lay behind many facades , possessing a revelatory nature that was disquieting to many contemporaries .",7
6,A clutter of frightening spiders are seen still clinging to and covering their prey .,1
6,It is the federation of different companies of believers that has brought such evils as dabbling in politics into the Church of God .,4
2,The flour was in a can marked '' sugar '' and the tea was in a box marked '' salt . '',2
3,The user inserted an advertising into the podcast .,2
6,This '' Miller 's dozen '' as I 'm calling our troubling of 11 goldfish was thought to have dwindled to only 5 or 6 by as soon as the first morning after their purchase .,3
2,The bust was in a suitcase and was carried into the building with as much reverence as if it had been the bier of the poet .,2
0,Injury of patients of the Bikini accident has been caused by the radiation of the fallout in contrast to the atomic bomb injury at Hiroshima and Nagasaki .,0
5,"Commodities that sell and bear rents are also products , including the coils that help distill whiskey , the tatters of the beggar , the retorts of the adulterating druggist , the jimmy of the burglar and the brig of the pirate .",8
6,Players are tasked with building an armada of ships and a base from which to deploy them .,1
1,"The animal plate of the sea urchin embryo becomes the apical organ , a sensory structure of the larva .",8
3,John Wing used it every time he put a ring into a bore to ensure he would n't get a false reading .,5
1,"The inner strands of the mop are twisted very little , while the outer strands have farther to go and thus receive more of the torque , or twisting force .",1
2,The shaving cream was contained in a box with plywood sides and plastic faces .,2
1,"The engine operated three strands of rope fall , hoisting from the hold of the boat three tubs of iron ore at a time .",8
8,The suit accuses the maker of apps like '' Slideshow '' for MySpace and '' Superwall '' for Facebook of making its unencrypted customer data '' available to even the least capable hacker . '',8
2,"The flour was in a bin about six feet square , by four feet high , and only a small round hole at the top .",2
5,"This website is the best tool for artists , labels and fans alike .",5
0,Several blocks of flats caught fire after the blaze spread from a building site in Sumner Road .,0
8,"The author wrote a book , Moneyball , that drove baseball 's clubby traditionalists crazy .",8
1,The hull of the boat is carved from a single piece of wood .,8
1,I found the secret passages inside the Monastery .,2
0,However Susanoo was in sorrow after the loss of his mother and he was raging in his kingdom .,4
6,Luke played the crucial role of goal-keeper in the team that defeated tournament favourites Croatia 6-4 in the final match .,3
6,"As a federation of the most skilled workers , and therefore the best paid workers , the AFL came to identify its own interests closely with the interests of the American system .",3
1,"The stem of this tree is carved all around with names and dates , many of them grown into mere scars on the bark .",1
2,He was generous enough to bring in a hamper of festive goodies for one of you lot to win .,2
1,The head-phone of the ear pad system is provided with a head band which is formed into an approximately U-shape mounted on a head top portion of a user .,1
6,They rail against the coffeehouse fellowship of the artisans and others .,3
3,He poured his passion into his lover .,3
1,I pulled the bags over the rim of the bucket and pulled the cord to tighten it .,1
6,"It was an immense flight of gulls , seamews , and cormorants ; a vast multitude of affrighted sea birds .",6
1,Vestigial organs are parts of the body that once had a function but are now more-or-less useless .,1
1,The kitchen contained a well at the northern end and a well and two holding areas for live fish on the southern end .,2
1,"However , some person had broken the padlock of the chain across the road .",4
3,Disposed perchlorate-based products have released perchlorate into the soil .,8
0,"A fire triggered by the blasts damaged eight buildings at the plant , including one that was burned down .",0
3,You have added keys into the memory on the remote systems .,2
6,She soon had a stable of her own rescued hounds .,8
4,The crowd departs from the capital after the swearining of President Barack Obama .,3
6,"The first time we enter that interior court , the four sides of which each tell the history of a great period of architecture , we are dazzled by the throng of memories and ideas that start from these four great pages .",2
4,"For the zillionth time in a Hindi film , a bride runs away from the pheras on her wedding day .",3
6,"In a peep of bantam chickens , proliferative skin lesions were observed on the shanks of 6 of 29 birds , with digit necrosis observed in some birds .",4
1,"As was standard practice at the museum on that day of the week , only maintenance workers , cleaning staff , curators , and a few other employees roamed the cavernous halls of the building that was once the home of France 's kings but for centuries had been devoted to housing the nation 's art treasures .",3
6,The management of the club consists of Thai office bearers and local expatriate volunteers .,6
6,"He was married twice , and after his second marriage he kept in the sight and knowledge of everybody a harem of concubines .",3
6,The pilgrims rejoiced when they located a skein of wild fowl for their thanksgiving tables .,3
2,"It was n't long before the animal was in a crate on its way back to its farm , courtesy of the assistant , of course .",3
2,This bag was in a bin with other santa bags -LRB- out of package -RRB- .,2
3,A small number of students continue to bring guns to school .,4
3,Metals were released into the environment .,4
3,The drug was put inside a capsule for a reason .,2
1,The third through seventh phases of the program are the five wedges of the building from the first floor to the fifth floor .,1
1,Alfonso used a crowbar to break the padlock of the cage and took the generator and put it inside his car .,5
0,"Global warming pollution from cars , light trucks and SUV 's is the single largest source of global warming pollution generated in Maine .",8
2,"This video segment , adapted from ZOOM , demonstrates how to use a drinking straw and a bottle full of water to make low - and high-pitched sounds .",8
8,The workers build the honeycomb in which the eggs are laid and the honey and pollen is stored .,1
1,The program offers a lively discussion of magnificent value .,7
6,Icen yelled to his battalion of crossbowmen .,5
0,But Hong Kong was able to recover from that and is now experiencing strong economic growth from exports .,8
6,When I read that an Irish firm of solicitors was named '' Argue and Phibbs '' I assumed that this was an urban legend .,4
0,"The weekend snowstorm caused delays that had some passengers still stuck in Washington , DC on Monday night .",0
3,We sent the string to the webserver .,3
6,"Its ignominious failure , scattering a bridge of admirals sent to supervise its testing , became proverbial , even inspiring an episode of Dad 's Army .",0
4,Out current Secretary is gathering information from past presidents and committee chairs .,3
0,Well I know quite a few people who get dissatisfaction from laughing at retards .,7
0,This prescription drug alleviates panic from claustrophobia and is also very handy for airplane rides and in case of broken-down subway cars or elevators .,0
6,"It is a shady retreat , close to a chain of shallow ponds near the lake shore .",3
0,"Hand creams counteract dryness from exposure to wind , sun , and detergents .",8
6,"The biggest broadcast was on election eve , when a hookup of twenty-six stations carried Coolidge 's speech .",7
2,The envelope contained a DVD of her mother .,2
0,"Biomagnetic Research , in Arizona , makes a range of devices for neutralizing radiation from computers and other sources .",8
5,Real shepherds use trebuchets .,5
2,The pizza dough was in a bin on the floor .,2
6,A string of pack-ponies trotted through the pines behind them .,3
1,At the second half of the 18th century the hull of the sailing ship had been developed from the galleon to it 's almost ultimate shape .,8
1,"A man living nearby brought a lantern , and I found the rope of the horse 's halter tied tightly round the waist of the almost naked body of a boy .",1
2,This machine was in a suitcase that was the size of a carry-on bag and weighed less than 10 pounds .,2
6,"Just 18 months ago , the New York Times Magazine ran a cover story depicting progressive bloggers as a band of unkempt outsiders .",6
0,The economic collapse was caused by consumers buying mortgages they could n't afford and the housing collapse .,0
6,"Brendel 's own admission of his limitations is laudable , especially in light of the clique of idolatrous Brendel fans which formed in the 1980s .",7
6,"This is a bunch of comics from Act-I-Vate , which , if I 'm understanding the intro correctly , is a cabal of comix artists who hang out on Livejournal .",6
1,He clicked the left key of the mouse in order to copy the chosen translation to the clipboard .,5
1,He hold the body of the plane loosely between two fingers with the nose of the plane pointing toward the floor .,5
6,The Free States of Alaska is a loose confederation of various species of bears in the far northern lands and outlands of Megatexas .,6
2,His body was inside a cupboard in the Jumeirah Carlton Tower Hotel in upmarket Knightsbridge .,2
3,MP shows spread into mesophyll rather than epidermal tissues during virus infection .,3
2,"I liked how his D cells were in a box behind the counter , with no prices on them , as if they were contraband or moonshine .",2
6,"After an hour after lunch break , Kenny and Randy spotted a herd of boars in a common feeding area .",3
1,"However , the exact active site configuration of enzymes in vivo is very difficult to address for two reasons .",0
6,In the corner there are several gate captains and a legion of Wu crossbowmen .,6
6,One approach is to have an ensemble of decision trees with each data site contributing its own local decision tree to the ensemble .,6
1,The paired optic lobes of teleost fish are connected by two commissures .,1
1,The two pillars of the temple reinforce the theme of polarity .,1
6,"April , 1903 saw the first issue of the Delta Chi Quarterly published for a fraternity of fourteen chapters and fewer than 3000 alumni .",8
3,He added the explanation to the comments .,2
6,A wisp of snipes utter their well known cry and scud over the heath ; one of these is secured .,3
5,"Choreographed fighting forms are used by students in order to develop an understanding of the offense , defense , distance , reaction , speed , and so forth",5
6,"We also passed a wake of turkey buzzards , and I was again glad to not be driving , because my car and I both have shaky nerves still , from the Great Turkey Buzzard Incident of ' 08 .",4
2,"When a bottle full of air is opened under water , the water will not enter the bottle .",2
7,This love of nature 's gift has been reflected in artworks dating back more than a thousand years .,4
6,"It is a beautiful sight to watch a bouquet of pheasants fly from their nesting area , straight up into the sky .",6
4,On entering the water the Esprit 's wheels turned inwards to reveal four lateral fins and a periscope popped out of the roof .,1
6,"A spokeswoman for OneWest Bank acknowledged that an official , confronted with a ream of foreclosure papers , had mistakenly signed for two different banks -- just as the Deutsche Bank official did .",5
6,The effective utilization of a cluster of workstations for the implementation of a scientific application requires a highly flexible software environment .,8
0,"The recession caused by the stock bubble was relatively mild , but so was the recovery .",0
6,"Simon roused himself slowly from a wonderful dream revolving around a whole pryde of baby griffins , just waiting for him to play with them .",6
2,The anthrax was in a suitcase that the Egyptian was supposed to deliver to someone in Canada .,2
1,The barbels of the exposed catfish curled within 2 hours in heptachlor .,0
8,"As for camera/lens info , the photographer made the picture , not the camera .",5
3,He poured flour into the tuba of an orchestra collegue .,2
6,Wales ' Commonwealth hopefuls impressed the gathered throng of spectators at the Norwich Union International this weekend .,6
3,The head gasket leaked coolant into the oil .,2
6,The Kerala backwaters are a chain of brackish lagoons and lakes lying parallel to the Arabian Sea coast of Kerala state in southern India .,4
4,"When the Anatolian language went away from the community , it continued its dialectal divisions .",3
5,A mechanic uses a wrench to work on the wheel-mount of an auto on a hydraulic lift .,5
1,He use the thumb of the hand holding the head to pull down the lower eye lid to create a pouch .,5
0,"The crashes resulted in the collapse of much of the World Trade Center complex , the destruction of part of the southwest side of the Pentagon .",0
3,The jobs migrated into the government .,3
6,The beach was empty except for a charm of yellow finches .,6
7,This book surveys the development of the script from the earliest pictographic signs to the latest astronomical tablets .,8
5,The health professional uses a lamp during the test .,5
4,Colonial families of the United States descended from the immigrants who arrived before 1700 .,4
0,"When the first model sank in August 1991 , the crash caused a seismic event registering 3.0 on the Richter scale , and left nothing but a pile of debris at 220m of depth",0
8,The flavour and colour depend on the plants from which the bees manufactured the nectar .,8
1,This dryer has a sensor that is supposed to sense when the clothes are dry .,5
6,I reflected on this while passing a passel of pigeons parading on a Loop sidewalk the other day .,6
1,The fourteen paintings are presented in up to three levels of detail as you walk through the two floors of the cottage .,1
4,The car left the plant .,3
6,"George Clooney , Ewan McGregor , Kevin Spacey and Jeff Bridges are in top form in this uproarious tale about a top-secret brigade of psychic soldiers trained in New Age warfare .",6
2,The grenade was inside a tin alongside the hotel fence .,2
6,Scattered among this streak of Celtic tigers are billions of euro loaned by Anglo Irish Bank over the past decade in a calculated play for lucrative returns .,8
5,"The bridges of a koto , on the other hand , are moved by the player , in the course of a single piece of music .",1
6,A swarm of ants in the search for food shows the remarkable capability of finding shortest paths between a found food source and the anthill .,3
6,"During this period of time , when a soldier joins the army , he has to buy his own war horse and weapons .",8
6,This classic Huffman photograph pictures the cow hands on their way to set up camp with their remuda of geldings trailing behind .,1
0,"And it is why we are even prouder to announce that the appeal - thanks to the generosity of our readers - has raised 26,000 pounds , despite the hardship that has been caused by the recession .",8
0,"Instead , the success of the revolution is the reason for the celebration .",0
2,The clay model was in a jar wrapped in a Daily Mirror from 1947 .,2
3,A basic data entry has been added to the database .,8
0,I derive a tremendous amount of joy from teaching students in the research laboratory .,4
1,Two pillars of a bridge at Karsaz Road have collapsed today morning .,3
4,The coordinating colorful strap is made from polyurethane .,8
6,"In these ancient religions the clergymen were women , the monks were a sorority of lesbians , who were a subculture that lived near the ordinary local people , but were not really part of the community .",6
2,The message was inside a box of Post Toasties .,2
5,"The other shows the goddess of justice as blindfolded , with a sword by her side .",5
6,I 'm going with some girls to get a bunch of flowers .,6
6,"Once the list of relevant patents appears , clicking on the patent number brings up the entire patent .",3
4,"From the front , it looks like some sort of car from the future in a 50 's sci-fi movie .",7
0,The scintillator material produces visible light when transversed by the particle 's radiated energy .,8
2,Although the guards searched his car and opened a suitcase with tracts in it they did not notice the illegal materials .,2
6,"Serious people flinch from being associated with the intellectual slum that is the Bush campaign , with its riffraff of liars and aspiring ayatollahs .",6
0,The family members also get great joy from dogs doing tricks and great for family activities .,6
6,"Though the woods petered out further south , the ground became increasingly difficult down towards the coast , where it resembled a range of rocky mountains .",3
6,"It has been nearly 40 years since former U.S , president Lyndon Johnson convened the skulk of veteran foxes for the fateful consultation on November 2 , 1967 , on the issue of the Vietnam War .",4
2,The thermocouple was in a box -LRB- to prevent it from being sprayed with liquid nitrogen -RRB- and in a small block of thermal insulation -LRB- to reduce excessive cycling -RRB- .,2
0,Anger leads to aggressions towards colleagues .,0
8,The associated extra output of CO2 through the lungs acts as one of the principal buffering mechanisms of the body .,8
1,"The hands of the clock are stainless steel tubing : the hour hand is 14.5 ft , the minute hand 17.5 ft and the second hand 21 ft long .",1
6,"The result is an exciting melee of influences , all bound together by the unswerving class and charisma of Kinny 's persona .",8
6,An emerging bratpack of young female pornographers is storming the market and challenging lads ' magazines such as FHM and Esquire .,3
4,The imperative originates from an authority which transcends the speaker .,4
2,The material was in a trunk in a basement and I knew I needed to get it .,2
0,We continue to see progress toward a world free of the daily terror of antipersonnel landmines .,3
6,Strora Enso has a wide range of white envelope papers developed for excellent runnability and printability .,8
6,A gam of whales migrates to breeding lagoons every season .,3
6,The striker of the team Dimcho Belyakov became top goalscorer with his 21 goals scored during the season .,8
6,"One faction of netherwing dragons , named the Netherwing , were attacked by the Dragonmaw orcs of Shadowmoon Valley and many were enslaved by Zuluhed , including the female Karynaku -LRB- mate of Neltharaku -RRB- who was leader of the brood .",3
1,"The farmhouse of the farm Kronendal , built in 1800 , is a natinal monument .",8
1,The rope of the swing makes an angle of 10 with the downward vertical .,1
2,"A small supply of butter was in a jar that stood on the hearth , and the eggs were kept in a basket that hung on a peg nearby .",2
2,"The games were in a box that had a $ 3 sticker on it , so I thought the games were all $ 3 each .",2
2,"Inside , they found a plastic bag with cocaine inside under the driver 's seat .",2
0,It 's very rewarding and I get a great deal of enjoyment and satisfaction from mentoring .,6
6,From time to time a drove of goats or donkeys passed by on its way to the Jardin du Luxembourg .,3
6,The revolution of Ayutla represented a broad coalition of forces .,6
0,He has a tattoo on his right arm and scars from stitches on his right elbow .,1
6,Charles Beauregard is still working for Intelligence and hears about the Red Baron flying ace and his circus of vampire fighters .,3
1,In a moment more the crowd began to gush forth from the doors of the church .,3
2,This is a small glass bottle with iodine crystals in it .,2
6,Brown and white butterflies flip-flopped over a stand of fireweed .,1
6,"Max Weber 's 1922 opus , Economy and Society discusses the link between a pantheon of gods and the development of monotheism .",7
3,The porter passed on the licence to the wife and the daughter .,3
0,"Ironically , the damage caused by the floods , and the subsequent insurance payout , were what prompted the restoration of the station building .",0
6,The knot of struggling frogs stays flopping in the same spot on the pond surface .,1
3,Papers of conductor and arranger Andre Kostelanetz are being donated to the library by the musician 's estate .,8
1,The user holded the handle with one hand and used the other hand to rotate the crank of the fishing reel .,5
6,"The other group name , a rabble of butterflies , is a bit more obscure .",6
6,"Each club member flew his flock or kit of twenty pigeons , to be judged for twenty minutes .",6
3,Sky transfer has taken cycling into the football age .,3
3,"Then , I put candy in my jar .",2
1,"But Pradyumna did not die , even when he was digested in the belly of the fish .",4
3,We removed the sharp items into the plastic bag .,3
8,The artist made the picture when he was a fourth grade student in Iowa City .,8
4,The boat departs from the harbour at approximately 08:30 to arrive in the channel 30 minutes later .,3
0,Both bacteria cause mortality in target species via a lethal septicaemia as a result of spore germination .,0
3,They incorporated the immigrant flows into microsimulation .,3
6,Two reapers and an entire regiment of repeater crossbowmen had trained their weapons on Seth Garrick from their elevated positions .,1
0,"Pneumonia is an inflammation of the lungs caused by bacteria , viruses , or chemical irritants .",8
6,Tyra Banks and mob of women took over the streets of Union Square Monday -LRB- Aug 17 -RRB- in New York City as they '' flash danced '' for a taping of The Tyra Banks Show .,6
6,"The plot here involves a cache of stolen jewels and gold bars , which were confiscated at the end of World War II .",8
2,Bevan opens a case on the other side of the room and pulls out a flask that contains ale of the best sort .,2
1,The site has free galleries of pics of guys showing the waistband of their underwear above their jeans .,6
0,The dancing duo caused a stir on the 2008 series of the show with their infusion of classic Michael Jackson songs and dance moves mixed with bangra .,0
0,But the discomfort caused by the ointment and the duration of treatment often result in non-compliance .,0
2,"It turned out that the bag was full of sand and had been inadvertently left behind by JanSport , a company that makes backpacks .",8
4,The socialists had left the room to protest against Wilm 's speech on the taxi .,3
1,"In each bank of circuits , one side of each of all 8 circuits thereof is commonly connected .",1
0,"The direct catastrophe caused by the earthquake was estimated at 10.2 billion euro , clearly justifying European intervention .",0
6,"Real robot experiments are carried out with a swarm of up to 40 Alice miniature robots , developed at the Autonomous Systems Laboratory by Gilles Caprari .",8
5,A man uses a microphone as he gives a speech .,5
0,But the earthquake triggered by the eruption of Thera struck first .,0
6,Our next appointment is with the largest congregation of saltwater crocodiles in the world - the famous Mary River .,6
6,"The human psyche is seen to be a confederation of various aspects -LRB- e.g. , cognition , affection , conation -RRB- .",1
8,"Jazz represented a break from Western musical traditions , where the composer wrote a piece of music on paper and the musicians then tried their best to play exactly what was in the score .",0
0,"The increase of the signal might correspond to formation of the high-density excitons , while the reduction of the signal originates from the relaxation .",8
1,"In the older sections of the city the street in front of one 's house is considered the person 's responsibility , it is seen as an extension of their house .",3
6,A dissimulation of small birds arrived near our place last week and took over our tree outside .,3
1,"The list of the 10 Most Beautiful Women posted on the official Web site of the 2009 Australian Open was filled with sleek , thin images .",6
1,The timer of the device automatically eliminates wasted '' standby power '' consumption by automatically turn off electronics plugged into the '' auto off '' outlets .,8
2,The chair was in a crate and then completely wrapped in cellophane and then bubble wrap .,2
0,The surprise visit caused a frenzy on the already chaotic trading floor .,0
1,We pop our heads out the capped dome of the building .,3
6,Anybody who has a peep of chickens has an opportunity for some interesting observations and great omelet material .,8
6,They were a loose confederacy of various Arab lineages who were forged together in the eighteenth century by a common way of life and amalgamated in the twentieth century under their famous Shaykh -LRB- Sir -RRB- ' Ali al-Tom -LRB- 1874-1937 -RRB- .,4
0,The ATM malfunction caused a rush on the ATM machine until the police sealed off the area .,0
1,The tiller of the stonebow is curved downward between the latch and the prod .,1
3,The statue of an Aztec god is carried into a temple .,3
4,The following advice is distilled from builders and first-hand experience .,8
1,The Abductor pollicis brevis draws the thumb forward in a plane at right angles to that of the palm of the hand .,1
2,The file was in the desk of a researcher employed by Kenny MacAskill and Tricia Marwick who had been dismissed earlier in the month,4
8,Professional modelmakers often create models for many professions .,8
1,"Metals , on the other hand , reflect these radio waves , a characteristic very cleverly put to use in the walls of the microwave such that no waves escape .",8
1,"The first bank in Loudoun County , the short-lived Loudoun Company , held meetings in the cellar of this dwelling beginning around 1815 , hence the name Bank House .",8
2,The interesting problem with this is that the Oatmeal was in a bowl and the milk was in a cup .,2
0,They are intentionally sewn larger than the pillow to accommodate for shrinkage from washing .,8
2,"The tea bag was in a mug , which made the whole process more straightforward .",2
1,"For safety reasons , he loads and unloads his bike from the curbside of the bus .",3
4,"Hand-stitched with fabric and clothing from different eras of her life , this quilt is imbued with meaning and memory .",8
2,The binder was in a box labeled '' vegetable oil '' .,2
0,"It 's not unlike an archeological dig through an attic , choking from laughter rather than dust , as familiar and forgotten memories are refreshed and taken for a satirical synaptic spin by a master humorist .",6
0,Villagers live in constant terror of indiscriminate gunfire which fills the nights throughout Chechnya .,3
3,The government is committed to bring art to the community .,3
4,They are a small part of the seized by the bodies of the Ministry of Internal Affairs movable cultural monuments from different times .,1
5,The painter uses a perch and a roller to apply the painting to the roof of a building .,5
6,The head of the team has gathered a very dynamic and productive team .,8
0,"His highly original and topical act reaches from the top of the corporate ladder into blokes ' sheds , leaving his audiences aching from laughter .",3
8,"The bile produced by the liver is collected in bile canaliculi , which merge to form bile ducts .",8
3,Manufacturers passed on the costs to the consumers .,8
0,We address the longer-term budget imbalance that has been caused by the tax cuts .,0
1,"The fins extend beyond the hull of the vessel below the waterline , and alter their angle of attack depending upon heel angle of the vessel .",1
3,I sent files to programs other than MetaX .,3
2,I 'm not a violent person and the gun was locked in a safe away from anyone .,4
3,The man poured water into the seeds .,8
2,"He made his way inside , where the jewelry was locked in a safe for the night .",3
6,The ragtag cast evinces as much harmony as a clutter of alley cats in your backyard .,3
1,"However , there are fish with lungs and fish without swim bladders .",4
3,The governments have injected billions into their economies .,8
6,A system for attaining an impedance match uses an array of collinear dipoles .,5
1,"The thing that most struck him , however , was the rope of the great alarm bell on the roof , which hung down in a corner of the room on the right-hand side of the fireplace .",1
8,"It is just another asset bubble , where the grotesque bonuses made by the speculators who have brought the world economy to its knees .",8
3,"So far this year , the city has dumped sewage into the river more than 500 times .",3
6,"Recently , the EFCC succeeded in arresting a syndicate of internet fraudsters with the following Identity , Badiru Abidemi Adeyinka .",3
2,"I have ruined the outside , when I mistakenly used a bottle with soap in it , instead of water .",5
6,"This generation of unregenerated vipers was still perverse , stiff-necked , and hardened in their iniquity .",4
7,The results of the study were subsequently published in a number of leading psychology journals .,8
2,I had a trash bag full of clothes and a suitcase full of beer .,2
6,"But a confederacy of different republics has , in many instances , existed and flourished for a long time together .",4
5,"From the quotes by Frederick Law Olmstead , to the philosophy of making art , this is one of the best websites for painters and artists out there .",6
0,The stong earthquake caused a blackout on the sound stage and short-circuited some of the neon-tubed violins .,0
1,"The mast of the ship , part of a waterfront memorial in Portland , had fallen into disrepair , tarnishing the image of the once-proud ship .",1
6,The democrats are competing for positions in the college of electors .,3
1,The turn signal indicator inside the car was blinking erratically for the last month and someone recently explained that it meant the bulb had gone somewhere on the left .,4
1,The bark of this tree trunk presented an interesting pattern .,4
2,An 11-year-old Greensboro boy turned in a purse with money inside after he found it in a creek Saturday .,4
6,"The current Swiss Confederation was created in 1802 as a confederation of various multi-ethnic cantons , which all have their own characteristics .",4
6,"The stress of electoral defeats exposed Mr , Hoyte to opposite pressures within the constituency of his supporters .",4
6,"American warships , which , in addition to opening Japan 's borders with their show of military supremacy , brought along a troupe of blackface minstrels as entertainment .",8
2,"In a shocking incident , the body of a 10-year-old school boy , a resident of Jaylal Munshi Ka Rasta in Nahargarh area , was found in a sack with his mouth glued with feviquick on the railway tracks near Chanani Railway Station in Niwai area of Tonk district on Thursday evening .",2
0,"Snails and slugs cause damage to seedlings , flowers , vegetables and shrubs .",0
6,CCP Games is unrelenting in its quest to maintain a fresh and challenging gaming experience to its ever-expanding universe of players .,3
3,This company has put the insulation into the walls .,2
4,The angel was sent from the throneroom of God .,3
1,"The pages of the magazine came to life at the Metreon with gourmet food , great Sonoma Valley wine , and jamming music .",2
6,Another program to increase the population of French settlers was the selection of 770 women to make the journey to New France .,8
7,The file contains a description of the settings that can be altered .,2
6,"The brain , to paraphrase Dr , Gazzaniga , is a confederation of various modules capped by the '' normally dominant computational systems '' of the left brain , that has the '' capacity to interpret our multiple self . ''",1
0,"Cali , Colombia , for their series of articles on the emergency caused by a landslide on the highway leading to the coast .",3
0,The December 26th tsunami disaster is an example of a tsunami which was triggered by an earthquake .,0
6,"Little did these naive people realize at the time that they were embracing a foul brood of ungrateful vipers , which would soon prove to be their undoing .",3
4,"However , in general the theory languished until 1984 when an international meeting was organized in Kona , Hawaii , about the origin of the moon .",4
1,"Close the lid of the portable computer , disconnect the computer from the power source , and then reopen the lid .",1
6,Reporters commented on the crush of candidates compared to the crowd of supporters .,6
6,"Just as we were sitting down to dinner one night , someone brushed the drapes and a cloud of baby grasshoppers erupted over the dining room table and into our dinner .",0
6,"We are a small but brave bevy of otters located in Eugene , Oregon .",6
2,We dissolved the contents of one packet in a carafe of water and ran the brew cycle .,1
0,Ho Chi Minh City and Hanoi are in floods after the rain .,3
6,National Geographic videos include several tapes dealing with a shrewdness of apes that dwells in Zaire .,6
2,The water was in a cup .,2
2,"A suitcase with clothing in it had escaped the flames , yet some of the clothing inside were ashes , while the rest remained intact .",2
7,The cover of the inner artwork of the record was analysed in an article published in 2008 .,2
4,Polonium is distilled from bismuth under vacuum in a pot provided with a cover carrying a condenser which is positioned inside the pot .,8
6,This double lie betrays what it is really all about in the coalition of the hypocrites : solidarity with the culprits .,7
6,"Today , it is most famous for proving sanctuary to a creep of giant tortoises -LRB- Geochelone gigantea -RRB- , descendants of four gifted from the Seychellois governor to his opposite number in Zanzibar in the 18th century .",8
4,The person fell from the tree .,4
1,"The pouches of female wallabies , like those of other macropods , are front-opening .",4
8,The world 's largest aid organisation founded by a woman celebrates 90th anniversary .,8
